Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Static Class,"ProgettoBirra.Globals",0,0,0,0,0,0,0,0,1,8,5,0,,0,10,,,,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,12,,,,0,,,,12,,,11,8,0,,,,0,0,,,,10,11,11,,,7,,,,,,,,0,0,0,0,,0,0,,0,0,0.00,0,0,0,0
Public Class,"ProgettoBirra.ListaSpesaMapper",1,1,1,1,4,0,4,0,1,1,0,0,,0,0,,,,3,2,0,2,0,0,0,3,12,0,0,0,0,3,0,0,,19,,,,1,,,,18,,,6,4,0,,,,0,0,,,,6,10,6,,,4,,,,,,,,1,1,1,1,,0,0,,33,33,0.00,3,3,3,3
Public Constructor,"ProgettoBirra.ListaSpesaMapper.ListaSpesaMapper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,2,0,,,,0,0,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.ListaSpesaMapper.getQuantita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.ListaSpesaMapper.getnomeProd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"ProgettoBirra.ProdottoMapper",1,1,1,1,4,0,4,0,1,1,0,0,,0,0,,,,3,2,0,2,0,0,0,3,12,0,0,0,0,3,0,0,,21,,,,3,,,,18,,,6,4,0,,,,0,0,,,,6,10,6,,,4,,,,,,,,1,1,1,1,,0,0,,33,33,0.00,3,3,3,3
Public Constructor,"ProgettoBirra.ProdottoMapper.ProdottoMapper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,1,,,,5,,,1,2,0,,,,0,0,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.ProdottoMapper.getNome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.ProdottoMapper.getQuantita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Static Class,"ProgettoBirra.Program",1,1,1,1,6,0,6,0,1,2,1,0,,1,0,,,,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,,13,,,,0,,,,10,,,3,3,3,,,,0,0,,,,3,5,2,,,3,,,,,,,,1,1,1,1,,0,0,,0,0,0.30,1,1,1,1
Private Static Method,"ProgettoBirra.Program.Main",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,6,,,1,3,0,,,,0,0,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Namespace,"ProgettoBirra.Properties",1,1,1,1,3,0,3,0,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,69,,,,11,,,,44,,,25,8,14,,,,0,0,,,,10,23,17,,,8,,,,,,,,2,2,2,1,,,0,,,,0.32,6,6,6,5
Internal Class,"ProgettoBirra.Properties.Resources",1,1,1,1,3,0,3,0,1,8,2,0,,3,2,,,,1,0,0,0,0,0,0,4,13,4,0,0,0,0,2,0,,38,,,,5,,,,26,,,13,6,7,,,,0,0,,,,7,15,10,,,6,,,,,,,,1,1,1,1,,0,0,,62,62,0.27,1,1,1,1
Internal Static Method,"ProgettoBirra.Properties.Resources.Culture.get",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Static Method,"ProgettoBirra.Properties.Resources.Culture.set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Static Method,"ProgettoBirra.Properties.Resources.ResourceManager.get",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,7,,,2,4,0,,,,0,0,3,2,0,3,5,2,,,4,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,2,2,2,1
Internal Constructor,"ProgettoBirra.Properties.Resources.Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,0,0,2,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Internal Class,"ProgettoBirra.Properties.Settings",1,1,1,1,3,0,3,0,1,2,1,0,,1,1,,,,0,0,0,0,0,0,0,1,10,0,0,0,0,1,1,0,,10,,,,2,,,,8,,,4,2,0,,,,0,0,,,,2,5,4,,,2,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Public Static Method,"ProgettoBirra.Properties.Settings.Default.get",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"ProgettoBirra.RicettaMapper",1,1,1,1,4,0,4,0,1,1,0,0,,0,0,,,,6,5,0,5,0,0,0,6,15,0,0,0,0,6,0,0,,38,,,,2,,,,36,,,12,10,0,,,,0,0,,,,15,22,12,,,10,,,,,,,,1,1,1,1,,0,0,,66,66,0.00,6,6,6,6
Public Constructor,"ProgettoBirra.RicettaMapper.RicettaMapper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,0,,,,8,,,1,5,0,,,,0,0,6,1,0,5,6,1,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.RicettaMapper.getAttrezzi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.RicettaMapper.getNome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.RicettaMapper.getNote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.RicettaMapper.getPreparazione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"ProgettoBirra.RicettaMapper.getidRicetta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
File,"Program.cs",1,1,1,1,6,0,6,0,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,19,,,,1,,,,15,,,6,3,3,,,,0,0,,,,5,8,5,,,3,,,,,,,,1,1,1,1,,,0,,,,0.20,1,1,1,1
Unknown Method,"Read",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
File,"Renci.SshNet.Async.xml",0,0,0,0,122,0,122,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,122,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.Async.xml",0,0,0,0,122,0,122,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,122,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.Async.xml",0,0,0,0,122,0,122,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,122,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.Async.xml",0,0,0,0,122,0,122,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,122,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,18961,6,18955,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,18961,0,0,0,6,0,0,0,18955,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19524,6,19518,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19524,0,0,0,6,0,0,0,19518,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19008,6,19002,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19008,0,0,0,6,0,0,0,19002,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19008,6,19002,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19008,0,0,0,6,0,0,0,19002,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19415,6,19409,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19415,0,0,0,6,0,0,0,19409,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19120,6,19114,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19120,0,0,0,6,0,0,0,19114,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19325,6,19319,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19325,0,0,0,6,0,0,0,19319,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,18979,6,18973,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,18979,0,0,0,6,0,0,0,18973,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Renci.SshNet.xml",0,0,0,0,19415,6,19409,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,19415,0,0,0,6,0,0,0,19409,0,0,,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,"Resources.Designer.cs",1,1,1,1,3,0,3,0,,,,,1,,,4,,4,,,,,,,,,,,,,,,,,,63,,,,8,,,,32,,,18,6,23,,,,0,0,,,,8,17,12,,,6,,,,,,,,2,2,2,1,,,0,,,,0.72,5,5,5,4
Unknown Method,"ResumeLayout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
File,"RicettaMapper.cs",1,1,1,1,4,0,4,0,,,,,1,,,6,,6,,,,,,,,,,,,,,,,,,41,,,,2,,,,39,,,13,10,0,,,,0,0,,,,15,23,13,,,10,,,,,,,,1,1,1,1,,,0,,,,0.00,6,6,6,6
Unknown Method,"Run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"SetCompatibleTextRenderingDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
File,"Settings.Designer.cs",1,1,1,1,3,0,3,0,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,26,,,,5,,,,12,,,7,2,9,,,,0,0,,,,2,6,5,,,2,,,,,,,,1,1,1,1,,,0,,,,0.75,1,1,1,1
Unknown Method,"Show",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"ShowDialog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Class,"Size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Class,"SizeF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"SuspendLayout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"Synchronized",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unresolved Namespace,"System.Windows.Forms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Class,"TextBox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"ToInt32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
Unknown Method,"ToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
File,"cheBirraFaccio.cs",1,1,1,1,4,0,4,0,,,,,1,,,3,,3,,,,,,,,,,,,,,,,,,24,,,,3,,,,21,,,7,4,0,,,,0,0,,,,6,11,7,,,4,,,,,,,,1,1,1,1,,,0,,,,0.00,3,3,3,3
